date,gender,nation,jerk,born,bweight,pid,snatch,snatch3,snatch1,snatch2,rank_s,total,rank_cj,name,jerk1,rank,jerk3,jerk2,category,event
03.2016,W,CAN,131,14.12.1993,74.79,0,102,102,96,99,2,233,1,FILIATREAULT Johanie,127,1,*134,131,75,6th RUSSIAN FEDERATION PRESIDENT'S CUP - IWF GRAND PRIX
03.2016,W,RUS,126,13.01.1995,72.65,1,106,106,100,103,1,232,2,PETROVA Mariia,120,2,*131,126,75,6th RUSSIAN FEDERATION PRESIDENT'S CUP - IWF GRAND PRIX
03.2016,W,USA,110,01.07.1991,74.54,2,94,94,87,91,3,204,3,PHILLIPS Jessica,*109,3,*112,110,75,6th RUSSIAN FEDERATION PRESIDENT'S CUP - IWF GRAND PRIX
03.2016,W,USA,110,05.06.1991,74.58,3,91,* 93,87,91,4,201,4,GERDON Rebecca Leigh,105,4,110,108,75,6th RUSSIAN FEDERATION PRESIDENT'S CUP - IWF GRAND PRIX
03.2016,W,BLR,105,31.12.1994,70.36,4,87,* 90,85,87,5,192,5,PACHABUT Darya,105,5,---,---,75,6th RUSSIAN FEDERATION PRESIDENT'S CUP - IWF GRAND PRIX
03.2016,W,RUS,---,02.10.1991,69.54,5,---,---,---,---,---,0,---,ROMANOVA Anastasiia,---,---,---,---,75,6th RUSSIAN FEDERATION PRESIDENT'S CUP - IWF GRAND PRIX
03.2016,M,RUS,205,06.05.1993,89.15,6,170,170,160,165,1,375,1,MALIGOV Adam,190,1,205,197,94,6th RUSSIAN FEDERATION PRESIDENT'S CUP - IWF GRAND PRIX
03.2016,M,RUS,200,24.02.1994,86.10,7,160,160,150,155,2,360,2,GETTS Victor,185,2,200,195,94,6th RUSSIAN FEDERATION PRESIDENT'S CUP - IWF GRAND PRIX
03.2016,M,USA,182,24.06.1993,85.75,8,145,*150,145,*150,6,327,3,BIANCO III Angelo,175,3,---,182,94,6th RUSSIAN FEDERATION PRESIDENT'S CUP - IWF GRAND PRIX
03.2016,M,ROU,175,22.12.1991,85.15,9,145,145,135,140,5,320,5,MARTIN Razvan Constantin,160,4,175,170,94,6th RUSSIAN FEDERATION PRESIDENT'S CUP - IWF GRAND PRIX
03.2016,M,ARM,180,21.10.1989,86.90,10,140,140,130,135,8,320,4,MIRZOYAN Arakel,170,5,180,175,94,6th RUSSIAN FEDERATION PRESIDENT'S CUP - IWF GRAND PRIX
03.2016,M,USA,170,27.08.1990,93.18,11,150,*156,*150,150,4,320,7,BLACKWELL Robert Thomas,170,6,*176,*176,94,6th RUSSIAN FEDERATION PRESIDENT'S CUP - IWF GRAND PRIX
03.2016,M,SRB,172,06.11.1987,93.80,12,143,143,136,140,7,315,6,TOMIC Igor,165,7,172,*172,94,6th RUSSIAN FEDERATION PRESIDENT'S CUP - IWF GRAND PRIX
03.2016,M,BLR,---,16.07.1993,88.90,13,150,150,*150,*150,3,0,---,KHADASEVICH Pavel,*180,---,---,*180,94,6th RUSSIAN FEDERATION PRESIDENT'S CUP - IWF GRAND PRIX
