date,gender,nation,jerk,born,bweight,pid,snatch,snatch3,snatch1,snatch2,rank_s,total,rank_cj,name,jerk1,rank,jerk3,jerk2,category,event
11.2016,W,THA,101,21.04.1997,47.72,0,80,* 83,78,80,3,181,1,SUKCHAROEN Thunya,98,1,*104,101,48,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,VIE,98,10.10.1997,47.25,1,82,82,74,79,1,180,2,NGO Thi Quyen,95,2,*101,98,48,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,CHN,95,12.09.2000,47.98,2,81,81,75,* 80,2,176,4,HE Si,90,3,* 99,95,48,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,TPE,95,16.04.1997,47.53,3,78,78,* 73,73,4,173,3,WANG Sheng-Han,90,4,*100,95,48,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,JPN,91,18.07.1996,48.00,4,69,69,66,* 69,5,160,5,AJIMA Chiaki,* 87,5,91,87,48,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,IND,85,20.05.1999,47.88,5,68,68,64,66,6,153,6,CHAVAN Mohini Daryappa,81,6,* 89,85,48,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,IND,81,03.02.1999,47.45,6,60,60,* 60,* 60,7,141,7,DALABEHERA Jhilli,77,7,* 85,81,48,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,VIE,106,04.11.1996,52.60,7,87,87,84,* 86,1,193,3,TRAN Thi My Dung,*101,1,106,101,53,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,THA,106,11.03.1996,52.44,8,86,86,82,84,2,192,2,KAEWKHONG Supattra,*104,2,106,104,53,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,THA,108,14.06.1997,52.75,9,81,* 84,81,* 84,4,189,1,PAKKARATHA Rattanaphon,108,3,*113,*113,53,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,CHN,100,01.01.2000,52.96,10,83,* 85,80,83,3,183,5,HUANG Xuemei,*100,4,100,*100,53,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,IND,103,22.07.1996,52.98,11,76,76,* 73,73,5,179,4,MAL Joti,98,5,*107,103,53,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,JPN,94,13.09.1997,52.92,12,67,* 70,64,67,8,161,6,TANIGUCHI Rina,89,6,94,* 94,53,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,PHI,90,28.08.1998,51.98,13,70,* 73,* 70,70,6,160,7,PEREZ Elien Rose,90,7,* 93,* 93,53,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,IND,89,27.01.1999,51.45,14,65,65,* 65,* 65,9,154,8,SOROKHAIBAM Bindyarani Devi,* 85,8,89,86,53,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,KGZ,81,23.08.1999,51.88,15,69,* 71,65,69,7,150,9,ADYLBEK KYZY Aziza,81,9,* 86,* 86,53,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,THA,144,10.02.1996,55.81,16,113,113,*110,110,2,257,1,MINGMOON Witoon,141,1,*156,144,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,VIE,143,22.02.1998,55.77,17,112,112,*111,*111,3,255,2,NGUYEN Tran Anh Tuan,136,2,143,140,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,VIE,137,03.05.1998,55.68,18,110,*113,105,110,5,247,3,LAI Gia Thanh,134,3,137,*137,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,KAZ,136,16.11.1998,54.62,19,110,110,103,108,4,246,4,SON Igor,130,4,*138,136,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,CHN,133,22.04.1999,55.55,20,113,113,110,*113,1,246,5,PENG Xin,130,5,133,*133,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,SRI,131,21.04.1996,55.75,21,104,*106,100,104,7,235,6,YODAGE Dilanka Isuru Kumara,*127,6,131,127,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,KSA,128,10.02.1996,55.26,22,104,*107,98,104,6,232,11,ALSALEEM Seraj Abdulrahim M,123,7,*132,128,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,TPE,130,03.02.1997,55.63,23,102,*105,98,102,8,232,8,LAI Yung-En,125,8,130,128,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,TPE,130,23.09.1998,55.53,24,100,*103,100,*103,9,230,7,CHANG Hao-Yu,130,9,*133,*133,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,JPN,130,04.09.1996,55.74,25,100,100,93,97,10,230,9,SENOO Yuya,130,10,*137,*137,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,IND,128,05.07.1998,55.94,26,99,*102,95,99,13,227,13,CHANAMBAM Rishikanta Singh,120,11,128,125,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,IND,130,12.01.2000,55.80,27,95,* 99,* 95,95,15,225,10,MUTHUPANDI Raja,125,12,*136,130,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,UZB,128,10.08.1998,55.90,28,96,* 99,93,96,14,224,12,KAKHRAMONOV Mukhammadali,123,13,*131,128,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,PHI,120,16.12.1996,55.82,29,100,*105,95,100,11,220,15,GARCIA Rowel,120,14,*125,*125,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,KSA,120,14.05.1996,55.83,30,100,*107,100,*107,12,220,16,ALSULAMI Faisal Khalid M,120,15,*131,*130,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,PHI,120,09.10.1997,51.84,31,90,* 95,85,90,16,210,14,CUICO Clark,115,16,*123,120,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,M,MYA,115,01.11.1996,54.00,32,90,* 95,90,* 95,17,205,17,NYEIN Chan Htwe,110,17,*122,115,56,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,TPE,119,29.04.1997,57.54,33,90,* 94,90,* 94,4,209,1,CHIANG Nien-Hsin,114,1,119,*119,58,2016 ASIAN JUNIOR CHAMPIONSHIPS
11.2016,W,THA,114,28.06.1998,56.55,34,94,94,90,* 94,1,208,3,DAENGSRI Nawaporn,109,2,114,*114,58,2016 ASIAN JUNIOR CHAMPIONSHIPS
