date,gender,nation,jerk,born,bweight,pid,snatch,snatch3,snatch1,snatch2,rank_s,total,rank_cj,name,jerk1,rank,jerk3,jerk2,category,event
12.2014,w,PNG,85,30.03.1991,47.80,0,67,*73,62,67,1,152,1,TOUA Thelma Mea,80,1,*90,85,48,PACIFIC CUP TOURNAMENT
12.2014,m,NZL,58,01.01.1999,54.92,1,50,*55,*50,50,1,108,1,HEMPSEY Kieren Alan,58,1,*63,*63,56,PACIFIC CUP TOURNAMENT
12.2014,w,AUS,91,22.07.1993,57.20,2,71,71,54,68,1,162,1,TOOMEY Tia-Clair,86,1,91,*91,58,PACIFIC CUP TOURNAMENT
12.2014,m,PNG,161,15.04.1990,61.91,3,124,124,120,*124,1,285,1,BARU Morea,155,1,161,*160,62,PACIFIC CUP TOURNAMENT
12.2014,m,NRU,130,02.03.1994,61.40,4,103,*108,103,*108,2,233,2,BRECHTEFELD Elson,130,2,---,---,62,PACIFIC CUP TOURNAMENT
12.2014,m,AUS,110,13.03.1997,61.99,5,85,*92,85,*92,3,195,3,ADAM Hamish Theodoros Mackenzie,*110,3,*115,110,62,PACIFIC CUP TOURNAMENT
12.2014,w,AUS,86,09.05.1989,61.20,6,72,*76,72,*76,1,158,1,LAI Jessica Yen Lee,*86,1,86,*86,63,PACIFIC CUP TOURNAMENT
12.2014,w,PNG,105,03.03.1994,68.84,7,88,88,84,*88,1,193,1,AKO Sandra,105,1,---,*110,69,PACIFIC CUP TOURNAMENT
12.2014,m,PLW,147,17.01.1991,68.37,8,110,*115,110,*115,2,257,1,PATRIS Stevick,142,1,*152,147,69,PACIFIC CUP TOURNAMENT
12.2014,m,PNG,140,12.09.1996,67.15,9,110,110,100,105,1,250,2,OALA Fred Karoho,140,2,*145,*145,69,PACIFIC CUP TOURNAMENT
12.2014,m,KIR,120,09.02.1997,67.50,10,97,97,87,92,3,217,3,KATOATAU Ruben,110,3,120,115,69,PACIFIC CUP TOURNAMENT
12.2014,w,FIJ,115,05.02.1991,75.00,11,90,*95,*90,90,1,205,1,VAIVAI Apolonia,110,1,*117,115,75,PACIFIC CUP TOURNAMENT
12.2014,w,AUS,106,31.05.1986,71.68,12,85,85,*81,81,2,191,2,FOGAGNOLO Camilla Ursula Regina,101,2,*108,106,75,PACIFIC CUP TOURNAMENT
12.2014,w,NZL,81,18.01.2001,73.86,13,62,62,54,58,3,143,3,ANDREWS-NAHU Kanah Shenelle,70,3,81,76,75,PACIFIC CUP TOURNAMENT
12.2014,m,PNG,161,07.12.1992,76.75,14,123,123,*123,*123,2,284,1,UDIA Toua,*161,1,*170,161,77,PACIFIC CUP TOURNAMENT
12.2014,m,AUS,153,08.05.1991,76.23,15,130,130,120,125,1,283,2,ELLIOTT Frank Donald,148,2,*158,153,77,PACIFIC CUP TOURNAMENT
12.2014,m,TUV,150,24.01.1986,76.46,16,117,117,112,*117,3,267,4,ESAU Logona,145,3,150,*150,77,PACIFIC CUP TOURNAMENT
12.2014,m,KIR,150,29.11.1994,74.85,17,107,*112,107,*112,4,257,3,TABAROUA Taretiita Baraniko,145,4,*155,150,77,PACIFIC CUP TOURNAMENT
12.2014,m,NRU,105,02.12.1996,72.00,18,79,79,70,75,5,184,5,CAIN Isaiah,95,5,105,100,77,PACIFIC CUP TOURNAMENT
12.2014,m,SOL,80,01.01.1997,72.10,19,60,60,50,55,6,140,6,KORIA Maxwell,70,6,80,75,77,PACIFIC CUP TOURNAMENT
12.2014,m,NRU,145,17.12.1995,79.10,20,110,110,105,*110,1,255,1,WAIBEIYA Tom-Jaye,145,1,*150,*150,85,PACIFIC CUP TOURNAMENT
12.2014,m,WLF,130,19.11.1997,77.71,21,105,105,100,*105,2,235,2,KAIKILIKOFE Israel Setino,*130,2,*135,130,85,PACIFIC CUP TOURNAMENT
12.2014,m,NCL,120,10.10.1997,78.71,22,105,105,95,100,3,225,3,MAFUTUNA Jason Silione Ilalio,120,3,*127,*127,85,PACIFIC CUP TOURNAMENT
12.2014,m,SAM,110,29.01.1999,77.95,23,90,90,80,85,4,200,4,NANAI LIVI Maeu,105,4,110,*110,85,PACIFIC CUP TOURNAMENT
12.2014,m,NCL,115,01.01.1994,90.95,24,96,96,90,*96,1,211,1,LAGIKULA Mika,110,1,*120,115,94,PACIFIC CUP TOURNAMENT
12.2014,m,KIR,200,17.07.1984,101.43,25,140,*145,130,140,1,340,1,KATOATAU David,180,1,200,190,105,PACIFIC CUP TOURNAMENT
12.2014,m,NCL,150,06.06.1993,95.30,26,125,125,115,120,2,275,2,LAGIKULA Igor Tasitolo,145,2,150,*150,105,PACIFIC CUP TOURNAMENT
12.2014,w,COK,115,27.06.1993,99.33,27,90,*95,90,*95,1,205,1,PETERS Luisa Fatiaki Taitapu,*110,1,115,110,p75,PACIFIC CUP TOURNAMENT
12.2014,w,NCL,75,01.01.1998,75.51,28,60,*64,60,*64,2,135,2,MAFUTUNA Kate,70,2,*78,75,p75,PACIFIC CUP TOURNAMENT
12.2014,m,NRU,205,22.09.1986,171.37,29,150,*160,140,150,1,355,1,DETENAMO Itte,*190,1,205,200,p105,PACIFIC CUP TOURNAMENT
12.2014,m,NCL,170,07.06.1995,112.99,30,140,*146,140,*146,2,310,2,LAGIKULA Petelo Sanele Ireneo,170,2,*180,*180,p105,PACIFIC CUP TOURNAMENT
12.2014,m,AUS,125,18.05.1997,107.65,31,104,104,98,102,3,229,3,MAXWELL Edward Peter,125,3,*130,*130,p105,PACIFIC CUP TOURNAMENT
12.2014,m,NIU,100,02.03.2000,112.15,32,80,80,70,75,4,180,4,MAUTAMA Moses Ariki,*95,4,100,95,p105,PACIFIC CUP TOURNAMENT
