date,gender,nation,jerk,born,bweight,pid,snatch,snatch3,snatch1,snatch2,rank_s,total,rank_cj,name,jerk1,rank,jerk3,jerk2,category,event
06.2016,W,COL,99,26.07.1991,47.66,0,82,* 83,80,82,2,181,1,SEGURA SEGURA Ana Iris,* 99,1,99,* 99,48,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,DOM,98,02.12.1992,47.93,1,83,83,77,81,1,181,2,VASQUEZ HERNANDEZ Candida,98,2,*102,*102,48,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,USA,93,04.03.1993,47.95,2,75,75,* 72,72,4,168,3,WINTERS Kathleen Danielle,90,3,93,92,48,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,CAN,92,10.02.1989,47.77,3,75,75,* 75,* 75,3,167,4,BRADDOCK Amanda Melissa,87,4,92,90,48,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,PUR,87,06.06.1985,47.69,4,70,70,67,* 70,6,157,6,BURGOS ORTIZ Lely Berlitt,87,5,* 90,* 90,48,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,USA,86,30.03.1978,47.69,5,70,70,67,69,5,156,7,REXROAD Kelly Elizabeth,80,6,86,* 84,48,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,PER,90,04.02.1998,47.16,6,65,* 67,62,65,8,155,5,CUEVA URIBE Fiorella Francesca,84,7,90,88,48,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,CUB,85,19.01.1996,47.72,7,68,68,62,65,7,153,9,BERMUDEZ PEREZ Elianny,82,8,85,* 85,48,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,GUA,85,25.02.1989,47.62,8,65,* 70,65,* 70,9,150,8,REYNOSO LOPEZ DE GALEANO Margoth Y.,* 80,9,85,80,48,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,NCA,79,13.01.1993,47.37,9,60,* 63,57,60,10,139,10,RIOS MENDOZA Maria Leonor,* 75,10,79,75,48,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,PAN,68,19.03.1988,47.48,10,52,52,* 50,50,11,120,11,ORTEGA VASQUEZ Erika Johanna,63,11,68,* 68,48,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,PAN,58,13.06.1997,47.55,11,48,48,43,46,12,106,12,PINEDA VEGA Aley Cristina,* 58,12,* 61,58,48,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,DOM,108,27.02.1995,49.80,12,91,91,87,90,1,199,2,PIRON CANDELARIO Beatriz Elizabeth,105,1,*111,108,53,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,COL,109,24.04.1986,52.72,13,85,85,* 85,* 85,3,194,1,LEMOS ROBLEDO Ana Margot,107,2,*115,109,53,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,USA,100,08.10.1985,51.29,14,85,85,* 80,80,2,185,6,KING Morghan Whitney,100,3,*105,*105,53,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,DOM,106,06.01.1995,52.79,15,78,* 83,* 78,78,4,184,3,SILVESTRE VELGAR Yafreisy,100,4,106,104,53,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,USA,102,22.05.1988,52.96,16,78,78,75,* 78,5,180,5,HOGAN Caitlin,*102,5,*105,102,53,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,PUR,100,28.10.1996,52.86,17,77,77,70,75,6,177,7,GUZMAN PEREZ Gilyeliz Saned,90,6,100,95,53,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,CHI,99,05.10.1985,52.72,18,73,73,* 70,70,9,172,8,VERA Gabriela Yoshie,90,7,99,93,53,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,ESA,90,18.09.1990,51.91,19,75,75,70,72,7,165,10,MURCIA VARGAS Genesis Nohemy,90,8,* 94,* 94,53,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,CUB,90,29.08.1997,52.51,20,73,* 76,71,73,8,163,11,GONZALEZ GALA Niulis Poroye,90,9,* 94,* 93,53,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,CUB,92,11.07.1996,52.31,21,68,68,* 65,65,10,160,9,LOY DIAZ Aliuska,88,10,* 95,92,53,2016 PAN-AMERICAN CHAMPIONSHIPS
06.2016,W,URU,87,02.11.1985,52.88,22,67,* 70,64,67,11,154,12,RITO ENOCKSSON Sofia Julia,* 83,11,87,83,53,2016 PAN-AMERICAN CHAMPIONSHIPS
