date,gender,nation,jerk,born,bweight,pid,snatch,snatch3,snatch1,snatch2,rank_s,total,rank_cj,name,jerk1,rank,jerk3,jerk2,category,event
09.2013,w,ITA,72,16.07.1997,43.60,0,60,60,56,59,1,132,1,PAGLIARO Alessandra,69,1,*75,72,44,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,w,RUS,71,23.07.1996,44.00,1,60,60,53,57,2,131,2,RYZHOVA Daria,65,2,71,68,44,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,w,ESP,85,21.04.1997,47.05,2,64,64,60,62,2,149,1,FERNANDEZ GARCIA Olga Maria,78,1,85,81,48,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,w,ROU,81,21.03.1996,47.50,3,68,68,65,*68,1,149,2,CSENGERI Monica-Suneta,*79,2,81,79,48,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,w,FRA,68,23.05.1996,47.70,4,56,*61,*56,56,3,124,3,BALACE Julie,65,3,*72,68,48,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,w,NOR,66,12.09.1996,47.80,5,52,*53,51,52,5,118,4,JACOBSEN Rebekka Tao,63,4,66,65,48,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,w,RUS,65,05.09.1997,47.85,6,53,53,*50,50,4,118,5,STEPANOVA Ekaterina,60,5,*68,65,48,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,w,AZE,---,14.04.1996,48.00,7,---,*66,63,*66,DSQ,0,DSQ,MAHARRAMOVA Marziyya,78,DSQ,82,*82,48,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,m,BUL,100,19.11.1996,49.80,8,82,82,78,80,1,182,2,SOTIROV Georgi Stefanov,98,1,100,*100,50,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,m,AZE,100,31.10.1997,49.65,9,81,*83,79,81,2,181,1,MAMMADLI Mahammad,95,2,*102,100,50,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,m,ITA,98,28.01.1997,49.15,10,79,79,76,*79,3,177,3,ARCARA Fabio,95,3,*102,98,50,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,m,FRA,98,07.03.1996,49.15,11,73,73,67,70,5,171,4,MOCAER Alan,90,4,98,94,50,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,m,AZE,92,15.11.1997,49.75,12,77,*80,72,77,4,169,5,MIRZAYEV Emin,92,5,*98,*98,50,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,w,ROU,90,05.10.1996,51.90,13,68,*70,65,68,2,158,1,FELECAN Anca Denisa,85,1,*93,90,53,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,w,ITA,85,01.08.1996,52.70,14,70,70,65,68,1,155,2,FARINA Natalia Maria,85,2,*89,*89,53,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,w,AZE,83,11.06.1997,52.65,15,67,*70,*67,67,3,150,3,ALIZADA Gulchin,*83,3,*91,83,53,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,w,ITA,72,17.01.1997,52.60,16,58,*60,55,58,4,130,4,PICCINNO Ilaria,68,4,72,70,53,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,w,ARM,72,03.07.1997,52.80,17,53,*55,50,53,5,125,5,YEGHIAZARYAN Hermine,65,5,72,70,53,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,w,HUN,70,23.09.1997,51.40,18,---,*53,*53,*53,---,0,6,SZABO Dominika,65,---,*72,70,53,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,m,ROU,125,30.01.1996,55.80,19,105,*108,100,105,1,230,2,VIZITIU Daniel-Florin,*120,1,125,120,56,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,m,ROU,125,09.12.1997,55.70,20,100,100,92,96,2,225,1,MANEA Robert Stefan,118,2,125,122,56,EUROPEAN UNDER 17 CHAMPIONSHIPS
09.2013,m,POL,118,22.03.1996,55.65,21,93,93,90,*93,4,211,3,FRANCZYK Adrian Jozef,114,3,118,*117,56,EUROPEAN UNDER 17 CHAMPIONSHIPS
