date,gender,nation,jerk,born,bweight,pid,snatch,snatch3,snatch1,snatch2,rank_s,total,rank_cj,name,jerk1,rank,jerk3,jerk2,category,event
08.2016,W,THA,108,23.12.1994,47.91,0,92,92,88,90,1,200,1,TANASAN Sopita,106,1,*110,108,48,XXXI OLYMPIC GAMES
08.2016,W,INA,107,13.08.1994,47.25,1,85,* 87,82,85,2,192,2,AGUSTIANI Sri Wahyuni,107,2,*115,*115,48,XXXI OLYMPIC GAMES
08.2016,W,JPN,107,18.11.1985,47.95,2,81,81,* 81,* 81,8,188,3,MIYAKE Hiromi,105,3,107,*107,48,XXXI OLYMPIC GAMES
08.2016,W,DOM,102,27.02.1995,47.50,3,85,* 87,85,* 87,3,187,5,PIRON CANDELARIO Beatriz Elizabeth,102,4,*105,*105,48,XXXI OLYMPIC GAMES
08.2016,W,KAZ,106,20.07.1992,47.72,4,80,* 84,80,* 84,9,186,4,YELISSEYEVA Margarita,103,5,106,*106,48,XXXI OLYMPIC GAMES
08.2016,W,USA,100,08.10.1985,47.79,5,83,83,80,* 82,5,183,7,KING Morghan Whitney,100,6,*103,*103,48,XXXI OLYMPIC GAMES
08.2016,W,TPE,100,04.01.1982,47.13,6,81,81,75,79,7,181,6,CHEN Wei-Ling,* 99,7,100,*100,48,XXXI OLYMPIC GAMES
08.2016,W,UKR,95,07.11.1986,47.74,7,84,* 86,84,* 86,4,179,9,PARATOVA Iuliia,* 95,8,* 98,95,48,XXXI OLYMPIC GAMES
08.2016,W,MRI,93,14.11.1990,47.90,8,80,80,73,* 78,10,173,10,RANAIVOSOA Marie Hanitra Roilya,93,9,*100,* 98,48,XXXI OLYMPIC GAMES
08.2016,W,KGZ,97,15.11.1993,47.56,9,72,* 75,68,72,11,169,8,OKOEVA Zhanyl,92,10,*101,97,48,XXXI OLYMPIC GAMES
08.2016,W,IND,---,08.08.1994,47.77,10,82,* 84,* 82,82,6,0,---,MIRABAI Chanu Saikhom,*104,---,*106,*106,48,XXXI OLYMPIC GAMES
08.2016,W,VIE,---,22.06.1992,47.84,11,---,* 84,* 83,* 84,---,0,---,VUONG Thi Huyen,---,---,---,---,48,XXXI OLYMPIC GAMES
