date,gender,nation,jerk,born,bweight,pid,snatch,snatch3,snatch1,snatch2,rank_s,total,rank_cj,name,jerk1,rank,jerk3,jerk2,category,event
07.2015,w,DOM,100,02.12.1992,47.90,0,81,81,78,*81,---,181,---,VASQUEZ HERNANDEZ Candida,97,1,100,*100,48,2015 PAN AMERICAN GAMES
07.2015,w,COL,103,26.07.1991,47.43,1,77,*80,77,*80,---,180,---,SEGURA SEGURA Ana Iris,97,2,*104,103,48,2015 PAN AMERICAN GAMES
07.2015,w,DOM,95,27.02.1995,47.90,2,80,*84,80,*84,---,175,---,PIRON CANDELARIO Beatriz Elizabeth,95,3,*99,*98,48,2015 PAN AMERICAN GAMES
07.2015,w,USA,93,08.10.1985,47.51,3,79,79,75,77,---,172,---,KING Morghan Whitney,93,4,*96,*96,48,2015 PAN AMERICAN GAMES
07.2015,w,VEN,92,02.10.1986,47.63,4,70,*73,70,*73,---,162,---,RIVAS ARTEAGA Betsi Gabriela,92,5,*97,*97,48,2015 PAN AMERICAN GAMES
07.2015,w,PUR,91,06.06.1985,47.66,5,71,*74,*71,71,---,162,---,BURGOS ORTIZ Lely Berlitt,*91,6,*96,91,48,2015 PAN AMERICAN GAMES
07.2015,w,ECU,91,20.11.1990,47.08,6,70,70,*70,*70,---,161,---,LOPEZ RIVERA Jenniffer Katherine,88,7,*94,91,48,2015 PAN AMERICAN GAMES
07.2015,w,ESA,88,18.09.1990,47.95,7,70,*73,70,*73,---,158,---,MURCIA VARGAS Genesis Nohemy,85,8,88,*88,48,2015 PAN AMERICAN GAMES
07.2015,w,CAN,85,10.02.1989,47.86,8,70,*72,*70,70,---,155,---,BRADDOCK Amanda Melissa,85,9,*88,*88,48,2015 PAN AMERICAN GAMES
07.2015,w,COL,115,28.03.1983,52.56,9,86,*89,86,*89,---,201,---,VILLAR BARBOZA Rusmeris,111,1,---,115,53,2015 PAN AMERICAN GAMES
07.2015,w,VEN,109,17.07.1994,52.97,10,92,92,88,90,---,201,---,RODRIGUEZ GOMEZ Genesis Lourdes,*106,2,109,106,53,2015 PAN AMERICAN GAMES
07.2015,w,DOM,103,06.01.1995,52.73,11,80,*84,*80,80,---,183,---,SILVESTRE VELGAR Yafreisy,100,3,*107,103,53,2015 PAN AMERICAN GAMES
07.2015,w,BRA,100,20.06.1987,52.67,12,82,*86,*82,82,---,182,---,DOS REIS SANTOS Rosane,97,4,*102,100,53,2015 PAN AMERICAN GAMES
07.2015,w,CAN,96,15.02.1991,52.94,13,81,81,*78,78,---,177,---,RUEL Jessica,93,5,*98,96,53,2015 PAN AMERICAN GAMES
07.2015,w,BRA,96,20.11.1995,52.18,14,75,75,*75,*75,---,171,---,LAURINDO MORAES Leticia Cristina,90,6,96,*95,53,2015 PAN AMERICAN GAMES
07.2015,w,USA,96,15.12.1974,52.54,15,72,72,*70,70,---,168,---,ROACH Melanie,93,7,*99,96,53,2015 PAN AMERICAN GAMES
07.2015,w,DOM,---,27.03.1986,52.92,16,---,*88,*88,*88,---,0,---,CONTRERAS Yuderqui Maridalia,---,---,---,---,53,2015 PAN AMERICAN GAMES
07.2015,m,COL,152,19.04.1987,55.90,17,117,117,*114,114,---,269,---,DE LAS SALAS DE LA ROSA Habib,143,1,152,147,56,2015 PAN AMERICAN GAMES
07.2015,m,COL,149,21.01.1990,55.98,18,116,116,*113,113,---,265,---,BERNA GONZALEZ Carlos Andres,144,2,*153,149,56,2015 PAN AMERICAN GAMES
07.2015,m,DOM,141,19.04.1995,55.95,19,115,115,110,*114,---,256,---,GARCIA BRITO Luis Alberto,137,3,*146,141,56,2015 PAN AMERICAN GAMES
07.2015,m,ECU,135,17.08.1992,55.59,20,110,*113,105,110,---,245,---,ROCAFUERTE BUENAIRE Enmanuel Enrique,*135,4,*142,135,56,2015 PAN AMERICAN GAMES
07.2015,m,CHI,130,14.05.1987,55.89,21,103,*106,103,*106,---,233,---,BARRERA SANDOVAL Francisco Javier,130,5,*135,*135,56,2015 PAN AMERICAN GAMES
