date,gender,nation,jerk,born,bweight,pid,snatch,snatch3,snatch1,snatch2,rank_s,total,rank_cj,name,jerk1,rank,jerk3,jerk2,category,event
06.2006,W,CHN,108,04.03.1987,47.90,0,85,85,* 82,82,1,193.0,1,CHEN Xiao Qing,100,1,108,105,48,9th UNIVERSITY WORLD CUP
06.2006,W,THA,105,17.01.1984,47.72,1,82,* 85,80,82,2,187.0,2,LAOSIRIKUL Pensiri,103,2,*108,105,48,9th UNIVERSITY WORLD CUP
06.2006,W,THA,101,13.01.1984,47.92,2,80,* 85,* 80,80,3,181.0,3,THONGYIM Bunphithak,97,3,*103,101,48,9th UNIVERSITY WORLD CUP
06.2006,W,TUR,87,03.03.1988,47.46,3,70,* 73,67,70,4,157.0,4,OZKAN KONAK Sibel,87,4,* 90,* 90,48,9th UNIVERSITY WORLD CUP
06.2006,W,POL,85,13.02.1979,47.34,4,68,68,* 65,65,5,153.0,5,KLESZCZYNSKA Marta,85,5,* 88,* 88,48,9th UNIVERSITY WORLD CUP
06.2006,W,USA,77,18.07.1986,46.80,5,60,* 62,58,60,6,137.0,7,SNETHEN Heather,73,6,* 79,77,48,9th UNIVERSITY WORLD CUP
06.2006,W,GRE,79,08.01.1982,47.86,6,57,* 59,57,* 59,8,136.0,6,FILANDRIANOU Christina,77,7,79,* 79,48,9th UNIVERSITY WORLD CUP
06.2006,W,MEX,70,26.05.1986,47.74,7,58,58,55,* 58,7,128.0,8,HERRERA Rosalinda Serrato,* 70,8,* 73,70,48,9th UNIVERSITY WORLD CUP
06.2006,W,TUR,---,29.10.1983,47.96,8,---,* 86,* 85,* 85,---,0.0,---,TAYLAN Nurcan,---,---,---,---,48,9th UNIVERSITY WORLD CUP
06.2006,W,THA,115,29.05.1984,52.54,9,92,92,87,* 92,1,207.0,1,JUNPIM Kuntatean,107,1,115,112,53,9th UNIVERSITY WORLD CUP
06.2006,W,THA,107,26.02.1980,50.48,10,80,80,* 80,* 80,3,187.0,2,WIRATTHAWORN Aree,100,2,107,103,53,9th UNIVERSITY WORLD CUP
06.2006,W,TUR,95,01.03.1985,52.50,11,81,* 83,* 81,81,2,176.0,3,KARADEMIR Emine,* 95,3,*103,95,53,9th UNIVERSITY WORLD CUP
06.2006,W,TPE,85,05.03.1984,52.38,12,72,* 74,70,72,4,157.0,5,LIN Tsu-Ling,* 85,4,* 90,85,53,9th UNIVERSITY WORLD CUP
06.2006,W,TPE,90,27.04.1981,52.42,13,67,* 73,67,* 72,5,157.0,4,LIN Yueh-Jeng,82,5,90,85,53,9th UNIVERSITY WORLD CUP
06.2006,W,FRA,80,10.11.1982,52.00,14,63,63,* 60,60,6,143.0,7,DRAGO Sylvie,78,6,80,* 80,53,9th UNIVERSITY WORLD CUP
06.2006,W,TUR,80,01.01.1986,50.50,15,62,* 65,58,62,7,142.0,6,TEZCAN Demet,75,7,* 83,80,53,9th UNIVERSITY WORLD CUP
06.2006,W,GRE,75,30.06.1987,52.80,16,61,61,56,59,9,136.0,8,PAPADOPOULOU Agela,75,8,* 81,* 81,53,9th UNIVERSITY WORLD CUP
06.2006,W,HUN,73,06.03.1982,50.82,17,62,62,58,60,8,135.0,9,ONDOS Adel,73,9,* 76,* 76,53,9th UNIVERSITY WORLD CUP
06.2006,W,NED,54,30.03.1981,52.16,18,44,* 47,44,* 47,10,98.0,10,LEDOUX Ingrid,* 54,10,54,* 54,53,9th UNIVERSITY WORLD CUP
06.2006,M,THA,138,19.08.1985,55.32,19,105,*108,101,105,1,243.0,1,PAN-EM Tanasak,130,1,138,135,56,9th UNIVERSITY WORLD CUP
06.2006,M,JPN,130,18.05.1984,55.66,20,95,*100,95,*100,2,225.0,2,OKADA Hidenori,120,2,130,125,56,9th UNIVERSITY WORLD CUP
06.2006,M,ITA,90,06.12.1980,55.22,21,80,80,70,75,3,170.0,3,SINDONI Giovanni,90,3,* 95,* 95,56,9th UNIVERSITY WORLD CUP
06.2006,W,THA,122,18.01.1978,57.54,22,92,* 95,88,92,2,214.0,1,KAMEAIM Wandee,119,1,*123,122,58,9th UNIVERSITY WORLD CUP
06.2006,W,CHN,112,23.10.1987,57.80,23,95,95,88,92,1,207.0,2,YIN Lina,107,2,*118,112,58,9th UNIVERSITY WORLD CUP
06.2006,W,USA,99,01.05.1982,57.04,24,81,* 83,78,81,3,180.0,4,HUBBARD Amanda,99,3,*102,*102,58,9th UNIVERSITY WORLD CUP
06.2006,W,USA,90,06.11.1983,56.96,25,70,* 74,70,* 74,4,160.0,5,DAVIS Sarah E.,85,4,* 93,90,58,9th UNIVERSITY WORLD CUP
06.2006,W,ISR,75,02.01.1983,57.80,26,67,* 69,63,67,5,142.0,6,OHMAN Marina,75,5,* 80,* 80,58,9th UNIVERSITY WORLD CUP
06.2006,W,TPE,103,16.05.1987,57.80,27,---,* 79,* 79,* 79,---,0.0,3,HO Hsiao-Chun,100,---,*107,103,58,9th UNIVERSITY WORLD CUP
06.2006,M,CHN,160,26.08.1987,61.78,28,130,*135,126,130,1,290.0,2,ZHANG Jie,155,1,160,*160,62,9th UNIVERSITY WORLD CUP
06.2006,M,TUR,160,20.02.1987,61.76,29,125,125,120,123,3,285.0,1,BILGIN Erol,150,2,160,155,62,9th UNIVERSITY WORLD CUP
06.2006,M,THA,145,20.07.1983,61.14,30,125,125,120,123,2,270.0,4,KRITPHET Withawat,145,3,---,---,62,9th UNIVERSITY WORLD CUP
06.2006,M,TKM,147,04.01.1986,61.20,31,115,*120,110,115,5,262.0,3,HUDAYBERGENOV Tolkunbek,141,4,*150,147,62,9th UNIVERSITY WORLD CUP
06.2006,M,THA,142,07.12.1984,61.56,32,120,*122,115,120,4,262.0,5,PRAMOT Phetcharat,142,5,*148,*148,62,9th UNIVERSITY WORLD CUP
06.2006,M,JPN,140,12.11.1985,61.48,33,115,*118,110,115,6,255.0,6,IOROI Masakazu,135,6,*142,140,62,9th UNIVERSITY WORLD CUP
06.2006,M,USA,136,05.03.1983,61.48,34,110,110,105,*110,8,246.0,7,YAMAUCHI Kyle,132,7,*141,136,62,9th UNIVERSITY WORLD CUP
06.2006,M,USA,134,06.01.1985,61.46,35,111,111,*107,107,7,245.0,8,JOHNSON Derrick Rshone,134,8,*140,*139,62,9th UNIVERSITY WORLD CUP
06.2006,M,GRE,120,26.06.1987,61.08,36,107,*110,102,107,9,227.0,9,KARPOUZOGLOU Panagiotis,120,9,*130,*130,62,9th UNIVERSITY WORLD CUP
06.2006,M,MEX,115,22.01.1984,61.82,37,90,90,* 90,* 90,11,205.0,10,EUAN Fabian,*115,10,115,*115,62,9th UNIVERSITY WORLD CUP
06.2006,M,KGZ,---,16.07.1985,61.48,38,100,100,* 95,95,10,0.0,---,NIAZALIEV Rustam,*140,---,*140,*140,62,9th UNIVERSITY WORLD CUP
06.2006,W,CHN,130,14.02.1982,60.20,39,103,*105,100,103,2,233.0,1,SHU Jiean,125,1,*135,130,63,9th UNIVERSITY WORLD CUP
06.2006,W,THA,126,18.04.1979,62.68,40,104,104,*101,*104,1,230.0,2,THONGSUK Pawina,126,2,*133,*131,63,9th UNIVERSITY WORLD CUP
06.2006,W,CAN,115,03.01.1985,62.88,41,90,90,85,88,3,205.0,3,GIRARD Christine,106,3,115,110,63,9th UNIVERSITY WORLD CUP
06.2006,W,GRE,110,18.07.1981,61.90,42,85,* 89,85,* 89,4,195.0,5,TOKA Olibia,102,4,110,106,63,9th UNIVERSITY WORLD CUP
06.2006,W,POL,100,25.07.1985,60.78,43,80,80,* 75,75,5,180.0,6,SMOSARSKA Anna,95,5,*103,100,63,9th UNIVERSITY WORLD CUP
06.2006,W,USA,90,09.06.1984,62.54,44,75,* 77,70,75,7,165.0,7,FUJIMOTO Kiyo T.,90,6,* 96,* 95,63,9th UNIVERSITY WORLD CUP
06.2006,W,LAT,86,22.02.1984,62.56,45,77,* 79,74,77,6,163.0,8,MIHAILOVA Oksana,86,7,* 90,* 89,63,9th UNIVERSITY WORLD CUP
06.2006,W,ITA,73,15.05.1982,62.40,46,56,56,50,* 56,8,129.0,9,TRIOLO Ornella,65,8,73,70,63,9th UNIVERSITY WORLD CUP
06.2006,W,MGL,111,01.06.1978,61.60,47,---,* 88,* 88,* 88,---,0.0,4,NAMKHAIDORJ Bayarmaa,111,---,*116,*116,63,9th UNIVERSITY WORLD CUP
06.2006,M,TUR,175,19.01.1985,67.98,48,150,150,140,145,1,325.0,1,BINAY Mete,160,1,175,170,69,9th UNIVERSITY WORLD CUP
06.2006,W,CHN,130,11.01.1983,68.18,49,100,100,90,95,1,230.0,1,LI Ke Xin,120,1,130,125,69,9th UNIVERSITY WORLD CUP
06.2006,M,KGZ,156,06.05.1982,68.00,50,130,130,125,127,2,286.0,3,MOLDODOSOV Kutman,150,2,156,*156,69,9th UNIVERSITY WORLD CUP
06.2006,W,USA,106,23.06.1982,68.60,51,88,88,83,* 87,2,194.0,2,GAUME Teresa L.,106,2,*115,*112,69,9th UNIVERSITY WORLD CUP
06.2006,W,FRA,96,17.07.1982,68.64,52,78,* 79,76,78,3,174.0,3,DOLOT Celine,94,3,* 98,96,69,9th UNIVERSITY WORLD CUP
06.2006,M,KGZ,156,12.12.1985,68.32,53,125,*127,*125,125,5,281.0,4,TOKTONALIEV Kambar,152,3,*162,156,69,9th UNIVERSITY WORLD CUP
06.2006,W,GRE,85,14.10.1983,67.54,54,73,73,67,* 73,5,158.0,4,BOURELIA Erini,85,4,* 90,* 90,69,9th UNIVERSITY WORLD CUP
06.2006,M,THA,155,29.06.1983,68.42,55,126,*129,*125,126,3,281.0,5,AMNOIWONG Ronnayuth,155,4,*157,*157,69,9th UNIVERSITY WORLD CUP
06.2006,M,USA,158,04.01.1982,68.80,56,120,*124,*120,120,7,278.0,2,BROWER Henry,152,5,158,*158,69,9th UNIVERSITY WORLD CUP
