date,gender,nation,jerk,born,bweight,pid,snatch,snatch3,snatch1,snatch2,rank_s,total,rank_cj,name,jerk1,rank,jerk3,jerk2,category,event
10.2011,w,FRA,83,12.01.1988,49.80,0,68,68,*65,65,1,151,1,MICHEL Anais,*83,1,*87,83,53,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,w,BIH,71,01.01.1988,57.30,1,55,55,50,*55,2,126,1,NEVJESTIC Ljubica,67,1,71,*71,58,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,w,HUN,67,28.11.1986,56.00,2,55,55,50,53,1,122,2,RESZ Anita,61,2,67,65,58,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,w,SRB,63,11.06.1993,57.80,3,50,*54,50,*54,3,113,3,MOJZES Marija,60,3,*65,63,58,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,w,SRB,95,31.03.1985,62.60,4,70,*76,70,*74,1,165,1,VUKAS Silvana,91,1,*100,95,63,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,w,SRB,80,27.09.1980,62.10,5,60,*65,60,*65,2,140,2,KANKARAS Gorica,75,2,*85,80,63,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,w,SLO,71,03.02.1992,62.50,6,53,53,45,50,3,124,3,PAVLIC Petra,63,3,71,68,63,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,w,SRB,65,01.09.1990,68.60,7,53,*56,50,53,1,118,1,LUKACS Brigita,60,1,*67,65,69,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,w,SRB,65,04.01.1993,68.60,8,45,*50,40,45,2,110,2,KISO Ana,60,2,*68,65,69,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,w,SRB,66,27.08.1992,75.00,9,62,*64,60,62,1,128,1,MACURA Kristina,66,1,*70,*69,75,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,TUR,180,20.02.1980,74.20,10,142,142,137,*142,1,322,1,CELIL Ekrem,170,1,180,175,77,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,FRA,175,20.05.1990,73.30,11,140,*143,136,140,2,315,3,KINGUE MATAM Bernardin Ledoux,170,2,*177,175,77,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,FRA,177,28.04.1981,72.40,12,137,*145,137,*142,3,314,2,DABAYA TIENTCHEU Vencelas,177,3,*182,*182,77,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,SRB,135,02.09.1979,73.00,13,110,*113,105,110,5,245,5,PEIC TUKULJAC Dejan,135,4,*140,*140,77,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,SRB,---,20.06.1984,77.00,14,125,*128,*125,125,4,0,---,HORVAT Kristian,*150,---,*155,*150,77,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,SRB,140,23.12.1992,73.90,15,---,*115,*110,*115,---,0,4,PETROVIC Bojan,135,---,*146,140,77,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,SRB,160,05.12.1989,81.40,16,125,*130,*125,125,1,285,1,PETROVIC Sladan,150,1,160,155,85,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,SRB,151,24.06.1990,83.90,17,117,*122,112,117,2,268,2,LUKAC Jozef,145,2,*155,151,85,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,SRB,135,22.05.1993,81.50,18,110,*116,110,*116,4,245,3,ROZSNYIK Ervin,135,3,*140,*140,85,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,SLO,123,11.09.1990,78.60,19,112,112,105,110,3,235,4,ORESEK Jernej,117,4,123,122,85,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,HUN,122,11.02.1992,81.50,20,101,101,95,*100,5,223,5,KOZMA David,115,5,122,*117,85,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,FRA,---,21.05.1987,84.70,21,---,*155,*155,*155,---,0,---,BARDIS Giovanni Battista,*175,---,---,*175,85,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,FRA,206,24.08.1984,89.50,22,162,*165,157,162,1,368,1,HENNEQUIN Benjamin Didier,197,1,206,202,94,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,SRB,160,17.09.1991,93.00,23,125,*130,120,125,2,285,2,KUZIC Nenad,160,2,*171,*170,94,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,SRB,145,06.11.1987,96.90,24,130,130,115,120,1,275,2,TOMIC Igor,135,1,145,140,105,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,BIH,150,07.03.1980,101.60,25,117,*121,112,117,2,267,1,PIRIJA Armin,142,2,150,147,105,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,m,SVK,135,30.09.1992,100.50,26,115,115,110,*115,3,250,3,KUVIK Kristian,130,3,*142,135,105,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
10.2011,w,SRB,70,03.08.1993,79.90,27,58,58,50,55,1,128,1,RUDALJEVIC Marija,65,1,*72,70,p75,4TH INTERNATIONAL TOURNAMENT VLADAN MIHAJLOVIC MEMORIAL
